KD_KPP,WP_BENDAHARA,WP_BADAN,WP_OP_KARYAWAN,WP_OP_PENGUSAHA,JUMLAH_FPP,JUMLAH_AR,REALISASI_ANGGARAN,KEPATUHAN_SPT,CAPAIAN_PENERIMAAN,PERTUMBUHAN_PENERIMAAN,SP2DK_TERBIT,SP2DK_CAIR,PEMERIKSAAN_SELESAI
111,0.01561561561561562,0.4003178206583428,0.4790711194367289,0.4373924344069404,0.3913043478260869,0.8181818181818181,0.3563447915835857,0.3515988167347515,0.1933143669985775,0.3463873613274421,0.385894876912841,0.3644524236983842,0.1840796019900497
115,0.1183183183183183,0.2467650397275823,0.5476794134745817,0.4028485125215131,0.2173913043478261,0.5,0.2606812360042107,0.365967037610931,0.1135135135135137,0.117422677135319,0.5058771346196496,0.2074606024336725,0.1354339414040907
117,0.1271271271271271,0.2243359818388195,0.5744622440410826,0.3900460117312353,0.2173913043478261,0.5,0.203308251660329,0.1235385265530355,0.2435277382645804,0.2519787660129056,0.3650476824129519,0.3686415320167564,0.1514648977335545
118,0.3477477477477477,0.2288308740068104,0.4389493572766617,0.3819676161708405,0.1739130434782609,0.5454545454545454,0.268164239603552,0.4841526975630372,0.1500711237553343,0.08430020026065672,0.5493457529385672,0.2411729503291442,0.09563294637921504
121,0.02942942942942943,0.3828830874006811,0.3965263871842904,0.2824628569421516,0.3913043478260869,0.5681818181818182,0.1372343464356301,0.3545569798563177,0.2590327169274538,0.2695572014367907,0.361055666444888,0.2605226411330541,0.1686014372581537
124,0.02002002002002002,0.3118728717366629,0.3120680188618306,0.2375926381230023,0.2391304347826087,0.6136363636363636,0.1650308046325213,0.3494858430764896,0.2628733997155051,0.237515496360342,0.1610113107119095,0.2110512667065629,0.1735765616362631
125,0.1135135135135135,0.3650397275822929,0.3924003617337382,0.3517263180077974,0.3913043478260869,0.6136363636363636,0.206774513284479,0.3496267079870401,0.20199146514936,0.2401220636383865,0.2976269682856509,0.4582086574905246,0.1652846876727474
126,0.3145145145145145,0.1595005675368899,0.4705283896389122,0.2640054792595974,0.04347826086956522,0.5681818181818182,0.3017326255808229,0.3770953655444429,0.3258890469416784,0.1292793795098382,0.2202262142381902,0.1877119489327748,0.08899944720840244
201,0.1039039039039039,0.4522587968217934,0.5440943737484658,0.3758034491236696,0.3913043478260869,0.5454545454545454,0.2682862463751746,0.3575151429778842,0.1553342816500711,0.210210114752535,0.2508316699933467,0.2371833233592659,0.2111663902708679
202,0.1347347347347347,0.2691940976163451,0.5424875654027518,0.465947806539988,0.06521739130434782,0.4772727272727273,0.3098085828810613,0.4011832652486262,0.0871977240398294,0.1023236593661591,0.2976269682856509,0.1228805106722522,0.1370923161967938
203,0.1279279279279279,0.3411123723041998,0.3685000968929656,0.5105019142285132,0.08695652173913045,0.4772727272727273,0.2893268413779258,0.4661219890125368,0.2157894736842105,0.1549000286086653,0.3286759813705922,0.1823259525234391,0.1271420674405749
205,0.0944944944944945,0.322905788876277,0.424649570441186,0.329703909240982,0.3043478260869565,0.4545454545454546,0.2787965430312154,0.4051274827440483,0.2477951635846374,0.07339712006103181,0.4417831004657352,0.2698982645122681,0.09673852957435047
211,0.03003003003003003,0.3274006810442679,0.3390123377042827,0.2476730708440167,0.3695652173913043,0.5454545454545454,0.1296428800902109,0.08127905338780095,0.4271692745376956,0.1614482342096061,0.8465291638944333,0.2718930779972072,0.1752349364289663
212,0.0998998998998999,0.2688308740068104,0.3835427297978167,0.3568016578272628,0.2173913043478261,0.5,0.2797153686834978,0.3606141710100015,0.1779516358463729,0.3027114657172828,0.7950765136393879,0.3091960901655695,0.08899944720840244
213,0.1803803803803804,0.2797729852440409,0.4772059298494929,0.6290787116715254,0.2173913043478261,0.5909090909090909,0.3044708829239561,0.2582053810395828,0.3691322901849219,0.1589052417432213,0.3641605677533821,0.2072611210851785,0.04311774461028192
215,0.02722722722722723,0.3987741203178207,0.4298898649958013,0.2530469600646271,0.2391304347826087,0.3863636363636364,0.1819521429067235,0.3594872517255951,0.3428165007112376,0.3629485997647731,0.2614770459081837,0.4863355276281668,0.09508015478164733
216,0.03743743743743744,0.6494438138479001,0.5384665073315678,0.3194127357662182,0.3913043478260869,0.5909090909090909,0.2707955755957438,0.01267784194957033,0.5314366998577527,0.2179344543691789,0.6713240186294078,0.3983642529423499,0.271420674405749
219,0.08088088088088088,0.317366628830874,0.3960742200116272,0.350936040181237,0.2173913043478261,0.6590909090909091,0.3932805873224111,0.366107902521482,0.2586059743954481,0.1096983375186751,0.909736083388778,0.3588669459405546,0.124930901050304
221,0.1225225225225225,0.338161180476731,0.5506992442348686,0.6443925397773173,0.2391304347826087,0.4772727272727273,0.262692482566494,0.375545851528384,0.3600284495021338,0.1731777869608061,0.6906187624750498,0.3708358268501895,0.1442786069651741
222,0.08588588588588589,0.2633371169125993,0.3526661714359537,0.3615960099750623,0.2391304347826087,0.5454545454545454,0.2455952200941413,0.4362586279757712,0.4227596017069701,0.1403096093327824,0.5098691505877134,0.3993616596848195,0.117191818684356
225,0.02142142142142142,0.5906469920544835,0.6076480847490472,0.2634610656457448,0.2391304347826087,0.4318181818181818,0.2063306968121378,0.3593463868150446,0.27724039829303,0.2660605867955116,0.1814149478820137,0.5774985038898863,0.1674958540630182
301,0.03583583583583583,0.3949148694665153,0.4534106323880887,0.2175195813283692,0.2391304347826087,0.5454545454545454,0.1460588171450568,0.3573742780673335,0.2780938833570412,0.15744302107505,0.3262364160567753,0.2383802114502294,0.1304588170259812
307,0.03303303303303304,0.3799318955732123,0.530892707189458,0.3515331389835271,0.2173913043478261,0.4772727272727273,0.06975776361405955,0.3535709254824624,0.2563300142247511,0.1653898725325026,0.09647371922821024,0.06662677039696789,0.1055831951354339
311,0.2086086086086086,0.2344154370034052,0.4559702215619146,0.4362860454497559,0.2391304347826087,0.2954545454545454,0.2994227324787961,0.633187772925764,0.3318634423897582,0.149241870370959,0.1576846307385229,0.1709555156592859,0.1348811498065229
313,0.1133133133133133,0.2422247446083995,0.3245672114204509,0.4573074356362614,0.2391304347826087,0.6818181818181819,0.233235219704913,0.5437385547260176,0.2735419630156473,0.1686957627388029,0.3359946773120426,0.2609216038300419,0.1072415699281371
321,0.2650650650650651,0.3852894438138479,0.6093437116465344,0.7752449861262336,0.2391304347826087,0.5681818181818182,0.2361865209155103,0.6288209606986901,0.3018492176386913,0.1043898407450968,0.2781104457751165,0.3253540793935767,0.2432283029297954
322,0.06266266266266267,0.2752780930760499,0.4210564563012725,0.2275297671314671,0.2173913043478261,0.5227272727272727,0.1961669371630895,0.4483730102831383,0.3254623044096729,0.1758161416446804,0.2271013528498558,0.2022740873728306,0.1199557766721946
325,0.4814814814814815,0.2850397275822928,0.5381839028486531,0.6315900389870394,0.2391304347826087,0.5454545454545454,0.4947134169358881,0.4889421045217635,0.3947368421052631,0.1219682761689818,0.6846307385229541,0.3046080191502095,0.1365395245992261
326,0.344944944944945,0.3591827468785471,0.4181012208513662,0.8917670612201889,0.08695652173913045,0.6590909090909091,0.4255567255070135,0.5428933652627128,0.4631578947368422,0.133157443021075,0.2809935684187181,0.2828645521643726,0.1586511885019348
331,0.09309309309309309,0.3257661748013621,0.4063125767069311,0.4065364757121281,0.3043478260869565,0.4772727272727273,0.2605529940835358,0.419636568530779,0.1776671408250357,0.06646746559013318,0.253049456642271,0.1759425493716338,0.1376451077943615
401,0.06746746746746747,0.3918274687854711,0.5018086686906531,0.2878543078922412,0.2173913043478261,0.4545454545454546,0.2672005408317608,0.3838568812508802,0.8034139402560452,0.1932038526335866,0.1825238412064759,0.1851186914023539,0.1055831951354339
402,0.01581581581581582,0.4550737797956868,0.9044635359472902,0.3176214393593481,0.5434782608695653,0.6590909090909091,0.4048968119521466,0.3618819552049586,0.3295874822190612,0.1402460345211227,0.4049678420935906,0.3415120686215839,0.289110005527916
403,0.03883883883883884,0.7317139614074915,0.5955283896389122,0.2943345860700362,0.3913043478260869,0.6818181818181819,0.2441206705508603,0.4410480349344976,0.4025604551920343,0.2049334053847865,0.479707252162342,0.3945741073209655,0.1575456053067993
404,0.02802802802802803,0.4849035187287174,0.7106937536334862,0.2833233816866285,0.3913043478260869,0.6136363636363636,0.3211157723414637,0.4220312720101422,0.2413940256045519,0.2192377380082011,0.4038589487691284,0.3616596848194694,0.2808181315644002
405,0.1217217217217217,0.6844040862656072,0.4114640527097733,0.5240595693863931,0.2391304347826087,0.8636363636363635,0.3113328989490668,0.3538526553035639,0.1601706970128023,0.1262913633618361,0.2643601685517853,0.1783363255535607,0.1824212271973466
406,0.1557557557557558,0.4591146424517594,0.2436373619275241,0.3915738821959186,0.08695652173913045,0.5,0.2121887040440196,0.3554021693196223,0.2756756756756757,0.1241616071712388,0.284985584386782,0.1372431677638141,0.08015478164731896
407,0.02122122122122122,0.4674233825198638,0.7245090756411084,0.1945839626286396,0.3913043478260869,0.75,0.4412378508248073,0.1436822087617973,0.3469416785206259,0.161638958644585,0.5003326679973387,0.3756233792140435,0.2095080154781647
408,0.09069069069069069,0.5372077185017026,0.9308991667204961,0.6454286818165852,0.3695652173913043,0.9090909090909092,0.3111560107056201,0.4010424003380757,0.5999999999999999,0.088273625989383,0.8267908627190064,0.3989626969878317,0.230514096185738
409,0.05985985985985987,0.3217253121452894,0.328878948388347,0.431439008113519,0.06521739130434782,0.6136363636363636,0.1890311451674968,0.3679391463586419,0.168421052631579,0.1071871324581201,0.3728099356841872,0.2401755435866746,0.09176340519624102
411,0.01061061061061061,0.4866288308740068,0.3340062011497965,0.1075304696006463,0.3913043478260869,0.6136363636363636,0.322625068717847,0.3575151429778842,0.5027027027027027,0.2120219968848342,0.3308937680195165,0.2698982645122681,0.2454394693200663
412,0.01141141141141141,0.3791600454029512,0.6148504618564692,0.1251273225387236,0.2391304347826087,0.6590909090909091,0.2007594738873192,0.3732920129595718,0.329018492176387,0.2621189484726151,0.4912397427367488,0.4444444444444444,0.2349364289662797
413,0.02422422422422423,0.5743473325766174,0.6673583747819908,0.2702223314952056,0.3695652173913043,0.9090909090909092,0.3542287303812466,0.3497675728975911,0.3344238975817924,0.1818875361581741,0.541583499667332,0.4340714143227608,0.3930348258706468
414,0.02062062062062062,0.2991146424517594,0.4637458820489632,0.2298830388816691,0.2608695652173913,0.6136363636363636,0.2263375659801378,0.3506127623608959,0.2537695590327169,0.1407228456085699,0.4433355511199822,0.4773588669459405,0.1763405196241017
416,0.02082082082082082,0.71527809307605,0.8206268974872424,0.5260264830880544,0.3913043478260869,0.7727272727272727,0.3484705271377761,0.3506127623608959,0.3378378378378377,0.1999109952636765,0.7416278554003105,0.4007580291242769,0.263681592039801
418,0.04264264264264264,0.3977298524404086,0.7325673406110716,0.3672333251378596,0.3913043478260869,0.75,0.3262447031121294,0.4648542048175799,0.4230440967283073,0.1881496551066467,0.709913506320692,0.4370636345501696,0.2084024322830293
419,0.176976976976977,0.4789103291713961,0.6824817518248175,0.4300340697551894,0.08695652173913045,0.7727272727272727,0.2105740595162145,0.3577968727989858,0.4068278805120908,0.08194793222925076,0.1936127744510978,0.1645721125074806,0.06246545052515201
421,0.08548548548548549,0.5292622020431328,0.9403946773464247,0.5207930877032769,0.2391304347826087,0.75,0.3098361108641328,0.3525848711086068,0.1953058321479375,0.1937124511268635,0.6806387225548902,0.2932375822860562,0.2653399668325042
422,0.03283283283283284,0.5933257661748014,0.6072524384729668,0.5195988900986969,0.3913043478260869,0.8636363636363635,0.293284614874782,0.3604733060994505,0.1803698435277383,0.2901554404145077,0.5231758704812597,0.4189108318372232,0.2553897180762852
423,0.04104104104104105,0.3954143019296255,0.3952587042180738,0.2821994309999649,0.3695652173913043,0.5454545454545454,0.1999956155222216,0.3918861811522749,0.1715504978662874,0.1903747735147334,0.2612552672432912,0.317574306802314,0.1785516860143726
425,0.1521521521521522,0.8703291713961407,0.5628593114139914,0.7783534122440378,0.08695652173913045,0.7272727272727273,0.2503825210162769,0.3506127623608959,0.2638691322901849,0.1455227438888712,0.2703481925038811,0.1982844604029523,0.1498065229408513
427,0.02482482482482483,0.5167309875141883,0.6417947806989213,0.1701907203821432,0.2391304347826087,0.6363636363636364,0.2653500284076608,0.3376531905902238,0.3827880512091038,0.1995613337995486,0.4388999778221335,0.40295232395771,0.1873963515754561
429,0.02282282282282282,0.5079228149829739,0.4345891738259802,0.2931579501949352,0.2391304347826087,0.5227272727272727,0.2654205351724085,0.2472179180166219,0.4038406827880514,0.1878953558600082,0.3011754269239299,0.2439656892080591,0.1768933112216694
434,0.05925925925925926,0.49316685584563,0.8287578321813837,0.5195813283692178,0.2391304347826087,0.5681818181818182,0.2049815719515328,0.5058458937878572,0.2165007112375534,0.08887758670014939,0.275892659126192,0.2461599840414921,0.1271420674405749
435,0.05085085085085085,0.5222247446083995,1.0,0.3305468722559797,0.2391304347826087,0.7045454545454546,0.4836397343404393,0.3858289899985912,0.2081081081081082,0.2254680695508439,0.6411621202040364,0.428884899261919,0.1951354339414041
436,0.01941941941941942,0.2611123723041998,0.4497125508688069,0.2456710336833971,0.1521739130434783,0.5909090909090909,0.2224656880997182,0.4114664037188336,0.314366998577525,0.1118280937092724,0.2437347527167886,0.1829243965689208,0.08734107241569927
438,0.1741741741741742,0.4065380249716232,0.6446127511142691,0.6243019212532049,0.08695652173913045,0.7727272727272727,0.3649409047009703,0.3823073672348218,0.5540540540540542,0.107536793922248,0.3566200931470392,0.1639736684619988,0.1000552791597568
442,0.1401401401401401,0.4666061293984109,0.4336363929978684,0.3637034175125566,0.08695652173913045,0.6818181818181819,0.2967256923556432,0.392449640794478,0.4799431009957327,0.09507613083696238,0.4655134176092259,0.3012168362258129,0.1216141514648977
443,0.1097097097097097,0.6574347332576617,0.8623635424068212,0.7022057532225773,0.08695652173913045,0.7272727272727273,0.2751316874456693,0.4649950697281306,0.2614509246088195,0.1096347627070155,0.5584386781991573,0.5078795132655097,0.1138750690989497
444,0.05185185185185186,0.407627695800227,0.4443269168658355,0.3332689403252432,0.08695652173913045,0.3636363636363636,0.2385809292664353,0.3590646569939429,0.2061166429587484,0.2021679010775931,0.1408294522066977,0.151605824855376,0.09950248756218905
445,0.05545545545545546,0.3723041997729852,0.5840223499773917,0.7629868989498085,0.2391304347826087,0.6363636363636364,0.2208888549722361,0.3527257360191574,0.2112375533428166,0.1729234877141676,0.2909736083388778,0.3399162178336326,0.2371475953565506
447,0.00880880880880881,0.510510783200908,0.7325027453006911,0.2880299251870324,0.1521739130434783,0.6818181818181819,0.6207107583341414,0.351739681645302,0.4046941678520628,0.1401188848978035,0.651142160124196,0.4185118691402354,0.124930901050304
448,0.01201201201201201,0.4270601589103292,0.555132097409728,0.2541709107512908,0.1521739130434783,0.6136363636363636,0.5135956368094969,0.3576560078884348,0.4130867709815076,0.205696303124702,0.3796850742958527,0.2623179732694993,0.2222222222222222
451,0.05785785785785786,0.9999999999999999,0.9255216071313223,0.2443187805135049,0.5434782608695653,0.7727272727272727,1.0,0.2139737991266377,0.3617354196301565,0.1747671572522966,0.4504324683965402,0.2808697386794335,0.3869541182974019
453,0.008608608608608608,0.5580476730987514,0.7360393385440217,0.2115837167644269,0.3913043478260869,0.75,0.3155501100262467,0.5779687279898578,0.4927453769559034,0.1369401443148225,0.3488578398758039,0.3710353081986834,0.3747927031509121
454,0.08408408408408409,0.2997048808172532,0.6033040501259609,0.2735766218257173,0.2391304347826087,0.5454545454545454,0.1928794080354785,0.4731652345400759,0.2547652916073968,0.2092564925776407,0.1341760922599246,0.1797326949930181,0.1055831951354339
455,0.1191191191191191,0.3133257661748014,0.5019782313804018,0.2828843384496505,0.2391304347826087,0.7272727272727273,0.6398489487664683,0.4647133399070291,0.4553342816500709,0.1666295813598652,0.2923042803282324,0.4193097945342111,0.1708126036484245
501,0.1941941941941942,0.6317820658342792,0.7985030036819327,0.8462821818692704,0.2391304347826087,0.7727272727272727,0.3472353364659671,0.3731511480490211,0.1762446657183498,0.149241870370959,0.5582168995342648,0.7418711350488729,0.2880044223327806
502,0.1591591591591592,0.3654483541430193,0.3605548737161682,0.4900776228442977,0.2391304347826087,0.5909090909090909,0.2616360603215812,0.3835751514297787,0.2028449502133713,0.1681553768396961,0.5717453980927034,0.4566128067025733,0.1680486456605859
503,0.01821821821821822,0.3353916004540295,0.2574930560041341,0.1381230023532717,0.3043478260869565,0.75,0.2114205948941637,0.3780814199182982,0.3672830725462304,0.2213992816046282,0.3856730982479485,0.2579293836026331,0.2288557213930348
505,0.09049049049049049,0.2856299659477866,0.4041890058781732,0.2626707878191844,0.2391304347826087,0.5227272727272727,0.2410257993687111,0.3563882236934779,0.2396870554765294,0.1461267045996376,0.2654690618762475,0.3564731697586276,0.2703150912106136
507,0.206006006006006,0.3946878547105562,0.3416768942574769,0.6439886199992975,0.1521739130434783,0.6136363636363636,0.3226382542993965,0.3832934216086772,0.1428165007112376,0.1401506723036333,0.281437125748503,0.4372631158986635,0.205085682697623
513,0.1539539539539539,0.332622020431328,0.4664669594987404,0.4178111060377225,0.2391304347826087,0.5454545454545454,0.3042547986147584,0.3714607691224114,0.07752489331436707,0.1047395022092247,0.2208915502328676,0.3008178735288251,0.2354892205638474
517,0.01561561561561562,0.3017026106696936,0.2993023706478909,0.09467528362193108,0.2391304347826087,0.6818181818181819,0.2252378710352035,0.3507536272714467,0.2743954480796587,0.1950475221717156,0.297183410955866,0.2948334330740076,0.2150359314538419
521,0.0924924924924925,0.3383427922814983,0.4733786577094503,0.3813178321801131,0.2391304347826087,0.4772727272727273,0.2289242872419452,0.3683617410902944,0.2412517780938834,0.1784862837343844,0.306276336216456,0.2643127867544385,0.2432283029297954
522,0.1089089089089089,0.3621339387060159,0.3828644790388218,0.4404832987952653,0.2391304347826087,0.4772727272727273,0.2883465951007071,0.5435976898154671,0.1677098150782361,0.1664070695190565,0.1647815480150809,0.2262118491921005,0.2962962962962963
523,0.2464464464464464,0.3902383654937571,0.473475550675021,0.4275051807101963,0.08695652173913045,0.7954545454545454,0.1952892270713715,0.3979433723059584,0.3201991465149361,0.149909405893385,0.3036149922377467,0.3291442250149611,0.216694306246545
524,0.1405405405405405,0.263427922814983,0.4631322266003488,0.2761230726001896,0.108695652173913,0.4318181818181818,0.2954365535417218,0.377517960276095,0.3302987197724039,0.1875139069900505,0.1470392548236859,0.2012766806303611,0.2310668877833057
526,0.04584584584584585,0.2796367763904654,0.3515115302629029,0.2868884127708897,0.2391304347826087,0.5909090909090909,0.2648573234407937,0.3783631497393998,0.1978662873399715,0.3022346546298356,0.2943002883122643,0.3853979652902453,0.2515201768933112
528,0.1227227227227227,0.3891940976163451,0.5409372779536206,0.6606898247339398,0.2391304347826087,0.6590909090909091,0.317777419293669,0.3592055219044936,0.3334281650071123,0.1227629613147271,0.3042803282324241,0.5397965290245362,0.2493090105030404
529,0.1743743743743744,0.3167763904653803,0.3832197532459143,0.3648976151171367,0.08695652173913045,0.5,0.2363947784238632,0.4676715030285954,0.4247510668563301,0.1368129946915032,0.2392991794189399,0.2629164173149811,0.2255389718076285
532,0.1263263263263263,0.5274460839954597,0.6309669917963956,0.4347581749850725,0.2391304347826087,0.6590909090909091,0.3724322294730744,0.3821665023242711,0.361877667140825,0.1805206777074923,0.3080505655355955,0.2864552164372631,0.1586511885019348
533,0.2598598598598599,0.340794551645857,0.4284687681674311,0.4934494749042885,0.08695652173913045,0.5681818181818182,0.2424766278849432,0.4299197070009861,0.5113798008534853,0.1595409898598175,0.3158128188068308,0.2778775184520247,0.1575456053067993
541,0.05325325325325326,0.338161180476731,0.3274417027323817,0.2440202311123599,0.2391304347826087,0.5909090909090909,0.224260100686242,0.3806169883082122,0.086344238975818,0.1132585269716138,0.2452872033710357,0.478755236385398,0.2669983416252073
542,0.05445445445445446,0.6224744608399545,0.8011271881661391,0.4906220364581503,0.2391304347826087,0.6363636363636364,0.2761271731799335,0.360895900831103,0.2823613086770982,0.165993833243269,0.3903304502106897,0.5765010971474167,0.2415699281370923
543,0.05445445445445446,0.371850170261067,0.4550416639751954,0.4561483614906395,0.08695652173913045,0.4545454545454546,0.1728861326339323,0.3868150443724465,0.1100995732574681,0.1112877078101656,0.2572632512752273,0.4079393576700578,0.1359867330016584
602,0.1057057057057057,0.3597275822928491,0.5252729151863574,0.3140212848161287,0.1521739130434783,0.4318181818181818,0.2566882068614254,0.3597689815466967,0.4149359886201993,0.2399631266092374,0.3213572854291417,0.2657091561938958,0.2316196793808734
603,0.04644644644644645,0.3506015891032917,0.5112961049027841,0.2670436584594851,0.2391304347826087,0.5681818181818182,0.204234766810209,0.3641357937737708,0.2807965860597441,0.1558536507835595,0.6580172987358616,0.348294434470377,0.1614151464897733
604,0.005805805805805806,0.3874687854710556,0.3316161746657192,0.2620034420989779,0.2391304347826087,0.5909090909090909,0.1823208475688428,0.3761093111705875,0.2485064011379801,0.3651101433612003,0.4994455533377689,0.3830041891083183,0.2432283029297954
608,0.1491491491491491,0.396049943246311,0.36392190426975,0.3499877067893646,0.08695652173913045,0.5227272727272727,0.1741858824216002,0.3852655303563881,0.4820768136557612,0.1669156680123335,0.4202705699711688,0.3447037701974865,0.08678828081813156
609,0.03363363363363363,0.3437457434733258,0.3216684968671275,0.1099539882687647,0.3043478260869565,0.6818181818181819,0.1514807994054423,0.3928722355261303,0.4298719772403983,0.2378015830128103,0.4040807274340208,0.2908438061041292,0.2222222222222222
617,0.03083083083083083,0.382383654937571,0.4468703572120664,0.302272487794598,0.2391304347826087,0.5909090909090909,0.1852083792718639,0.4020284547119313,0.3610241820768139,0.2585269716138466,0.3450876025726325,0.2956313584679832,0.1332227750138198
619,0.01441441441441441,0.3740295119182747,0.4150410180220916,0.3596817814618383,0.2391304347826087,0.6363636363636364,0.1570652794286939,0.3577968727989858,0.1431009957325746,0.5734448011697765,0.4522066977156797,0.2170357071613804,0.289110005527916
624,0.2132132132132132,0.4708286038592508,0.5345019701569667,0.3886235116434266,0.3043478260869565,0.6363636363636364,0.3872898902552249,0.5724749964783773,0.1715504978662874,0.1425347277408691,0.3368817919716123,0.4063435068821065,0.2448866777224986
625,0.1801801801801802,0.4419069239500568,0.5236580324268458,0.468160584454357,0.08695652173913045,0.5454545454545454,0.3297318653735437,0.3896323425834622,0.2495021337126602,0.1420579166534219,0.3909957862053671,0.4354677837622182,0.1934770591487009
626,0.08348348348348349,0.3814755959137344,0.6869469026548672,0.5497523796143444,0.08695652173913045,0.5227272727272727,0.2295158306619922,0.3804761233976617,0.3096728307254624,0.2334149210082965,0.235307163450876,0.3024137243167764,0.1017136539524599
627,0.07587587587587588,0.3609080590238365,0.4461921064530715,0.9999999999999999,0.08695652173913045,0.5227272727272727,0.1865845848484931,0.3528666009297083,0.2519203413940256,0.1528656346355574,0.428476380572189,0.2557350887692001,0.1265892758430072
629,0.1359359359359359,0.4462202043132804,0.557215296169498,0.5135049699694425,0.08695652173913045,0.5,0.2605280905064818,0.3532891956613609,0.2998577524893313,0.1447598461489558,0.5719671767575959,0.3830041891083183,0.2404643449419569
642,0.1031031031031031,0.5650397275822928,0.6338737807635165,0.4091531734045168,0.3043478260869565,0.6363636363636364,0.2175849111153346,0.3511762220030989,0.2344238975817923,0.1320766712228615,0.458416500332668,0.3636544983044085,0.314538419016031
643,0.02702702702702703,0.4110329171396141,0.3121487629998062,0.2205226370692986,0.3043478260869565,0.5227272727272727,0.999989923569113,0.3537117903930131,0.2991465149359886,0.2014050033376776,0.3419827012641384,0.3772192300019948,0.1630735212824765
644,0.1229229229229229,0.3747559591373439,0.4274756152703314,0.4477538547996206,0.08695652173913045,0.4090909090909091,0.1298752729994779,0.3448373010283139,0.6325746799431011,0.2146921389745383,0.1401641162120204,0.1258727308996609,0.1188501934770591
646,0.1217217217217217,0.2908513053348468,0.5524756152703314,0.4755013873766288,0.08695652173913045,0.5909090909090909,0.1557817594464522,0.3525848711086068,0.3708392603129445,0.1380527035188658,0.4828121534708361,0.3117893476959904,0.1448313985627419
